,Unnamed: 0,verbs,bigram_all_cases,preposition_data,bigrams_all_cases_CAT,preposition data,bigrams_all_cases_CAT_negation
3414,3414,нарратить,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 0, 'acc': 2, 'ins': 0, 'dat': 0}","{'на': 1, 'о': 6}","{'gen': 0, 'acc': 2, 'ins': 0, 'dat': 0}"
3415,3415,воплощать,"{'gen': 0, 'dat': 0, 'acc': 2, 'ins': 0, 'loc': 0}","{'эту': 1, 'все': 1, 'в': 1}","{'gen': 4, 'acc': 64, 'ins': 13, 'dat': 0}","{'в': 35, 'на': 1}","{'gen': 4, 'acc': 64, 'ins': 13, 'dat': 0}"
3416,3416,тащить,"{'gen': 1, 'dat': 0, 'acc': 15, 'ins': 0, 'loc': 0}","{'на': 3, 'через': 2, 'к': 2, 'с': 2, 'в': 2}","{'gen': 0, 'acc': 2, 'ins': 0, 'dat': 1}","{'за': 3, 'в': 2, 'на': 1, 'под': 1, 'сквозь': 1}","{'gen': 0, 'acc': 2, 'ins': 0, 'dat': 1}"
3417,3417,дожить,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}","{'до': 18, 'бы': 2, 'меньше': 1, 'чтоб': 1, 'лишь': 1, 'у': 1, 'не': 1}","{'gen': 0, 'acc': 1, 'ins': 0, 'dat': 0}","{'от': 4, 'до': 28, 'в': 2}","{'gen': 0, 'acc': 1, 'ins': 0, 'dat': 0}"
3418,3418,побеждать,"{'gen': 1, 'dat': 0, 'acc': 3, 'ins': 0, 'loc': 0}",{'в': 2},"{'gen': 3, 'acc': 13, 'ins': 0, 'dat': 0}","{'в': 6, 'вопреки': 1, 'на': 5, 'с': 2}","{'gen': 3, 'acc': 13, 'ins': 0, 'dat': 0}"
3419,3419,воссоздавать,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 0, 'acc': 13, 'ins': 1, 'dat': 0}","{'с': 1, 'в': 3, 'на': 1}","{'gen': 0, 'acc': 13, 'ins': 1, 'dat': 0}"
3420,3420,тереть,"{'gen': 0, 'dat': 0, 'acc': 2, 'ins': 2, 'loc': 0}","{'лапой': 1, 'мокрой': 1, 'подбородок': 1, 'хорошенько': 1, 'нос': 1, 'пока': 1}","{'gen': 0, 'acc': 4, 'ins': 0, 'dat': 0}","{'в': 1, 'для': 1}","{'gen': 0, 'acc': 4, 'ins': 0, 'dat': 0}"
3421,3421,одевать,"{'gen': 0, 'dat': 0, 'acc': 4, 'ins': 0, 'loc': 0}","{'надо': 2, 'обувать': 1, 'советских': 1, 'отца': 1, 'своих': 1, 'себя': 1}","{'gen': 0, 'acc': 5, 'ins': 0, 'dat': 0}",{'в': 2},"{'gen': 0, 'acc': 5, 'ins': 0, 'dat': 0}"
3422,3422,сомневаться,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}","{'в': 27, 'во': 2, 'что': 19, 'но': 3, 'не': 3}","{'gen': 1, 'acc': 0, 'ins': 1, 'dat': 1}",{'в': 91},"{'gen': 1, 'acc': 0, 'ins': 1, 'dat': 1}"
3423,3423,проваливать,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 0, 'acc': 0, 'ins': 0, 'dat': 0}","{'в': 3, 'на': 1}","{'gen': 0, 'acc': 0, 'ins': 0, 'dat': 0}"
3424,3424,влекать,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 1, 'acc': 7, 'ins': 1, 'dat': 0}","{'за': 6, 'от': 1}","{'gen': 1, 'acc': 7, 'ins': 1, 'dat': 0}"
3425,3425,искажавать,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 2, 'acc': 32, 'ins': 0, 'dat': 0}",{},"{'gen': 1, 'acc': 32, 'ins': 0, 'dat': 0}"
3426,3426,прозвучать,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}","{'сочинeнные': 1, 'чистосердечно': 1, 'убедительно': 1}","{'gen': 0, 'acc': 1, 'ins': 0, 'dat': 0}","{'из': 1, 'в': 4, 'на': 2, 'во': 1}","{'gen': 0, 'acc': 1, 'ins': 0, 'dat': 0}"
3427,3427,совершаться,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}","{'неразрешимое': 1, 'медленное': 1, 'освобождение': 1, 'мгновенно': 1, 'немедленно': 1, 'после': 1, 'при': 1}","{'gen': 2, 'acc': 0, 'ins': 13, 'dat': 0}","{'на': 4, 'в': 17, 'за': 1, 'по': 3, 'с': 2, 'со': 1, 'под': 1, 'для': 1, 'от': 1, 'посредством': 2, 'при': 1, 'о': 1, 'через': 2}","{'gen': 2, 'acc': 0, 'ins': 13, 'dat': 0}"
3428,3428,получиться,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",{'что': 5},"{'gen': 9, 'acc': 12, 'ins': 12, 'dat': 3}","{'с': 2, 'в': 11, 'на': 1, 'после': 2, 'у': 4, 'для': 1}","{'gen': 9, 'acc': 12, 'ins': 12, 'dat': 3}"
3429,3429,мирить,"{'gen': 0, 'dat': 0, 'acc': 1, 'ins': 0, 'loc': 0}",{'брата': 1},"{'gen': 0, 'acc': 1, 'ins': 0, 'dat': 0}",{'с': 26},"{'gen': 0, 'acc': 1, 'ins': 0, 'dat': 0}"
3430,3430,перерастать,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 0, 'acc': 1, 'ins': 0, 'dat': 0}",{'в': 51},"{'gen': 0, 'acc': 1, 'ins': 0, 'dat': 0}"
3431,3431,эволюционировать,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 3, 'acc': 1, 'ins': 0, 'dat': 0}","{'без': 1, 'в': 32, 'от': 13, 'к': 3, 'по': 2, 'из': 1, 'на': 1, 'с': 1, 'под': 1}","{'gen': 3, 'acc': 1, 'ins': 0, 'dat': 0}"
3432,3432,обострять,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 0, 'acc': 10, 'ins': 0, 'dat': 0}",{},"{'gen': 0, 'acc': 10, 'ins': 0, 'dat': 0}"
3433,3433,уходить,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}","{'в': 21, 'из': 13, 'от': 9, 'на': 7, 'с': 6, 'со': 4, 'под': 2, 'и': 10, 'но': 5, 'а': 2}","{'gen': 9, 'acc': 12, 'ins': 41, 'dat': 0}","{'из': 44, 'в': 108, 'по': 1, 'на': 57, 'с': 16, 'от': 45, 'за': 5, 'около': 4, 'до': 1, 'под': 2, 'к': 2, 'при': 1, 'после': 2, 'из-под': 2, 'без': 1, 'у': 1}","{'gen': 9, 'acc': 12, 'ins': 41, 'dat': 0}"
3434,3434,заморожеть,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 5, 'acc': 0, 'ins': 0, 'dat': 0}",{},"{'gen': 5, 'acc': 0, 'ins': 0, 'dat': 0}"
3435,3435,наталкивать,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 0, 'acc': 4, 'ins': 0, 'dat': 0}",{'на': 13},"{'gen': 0, 'acc': 4, 'ins': 0, 'dat': 0}"
3436,3436,асфальтировать,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 3, 'acc': 1, 'ins': 0, 'dat': 1}",{},"{'gen': 3, 'acc': 1, 'ins': 0, 'dat': 1}"
3437,3437,оккупировать,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 27, 'acc': 20, 'ins': 36, 'dat': 2}",{},"{'gen': 27, 'acc': 20, 'ins': 36, 'dat': 2}"
3438,3438,вершять,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 0, 'acc': 8, 'ins': 0, 'dat': 0}",{},"{'gen': 0, 'acc': 8, 'ins': 0, 'dat': 0}"
3439,3439,крыться,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}","{'за': 1, 'в': 1}","{'gen': 0, 'acc': 1, 'ins': 0, 'dat': 1}","{'в': 3, 'от': 1, 'за': 1}","{'gen': 0, 'acc': 1, 'ins': 0, 'dat': 1}"
3440,3440,обесцениваться,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 0, 'acc': 1, 'ins': 2, 'dat': 0}","{'до': 1, 'в': 1, 'посредством': 1}","{'gen': 0, 'acc': 1, 'ins': 2, 'dat': 0}"
3441,3441,держивать,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 2, 'acc': 4, 'ins': 0, 'dat': 0}",{'с': 1},"{'gen': 2, 'acc': 4, 'ins': 0, 'dat': 0}"
3442,3442,охвачеть,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 0, 'acc': 0, 'ins': 23, 'dat': 0}",{'в': 1},"{'gen': 0, 'acc': 0, 'ins': 23, 'dat': 0}"
3443,3443,уплачеть,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 11, 'acc': 0, 'ins': 3, 'dat': 2}","{'при': 1, 'за': 3, 'в': 1, 'по': 1}","{'gen': 11, 'acc': 0, 'ins': 3, 'dat': 2}"
3444,3444,наладить,"{'gen': 0, 'dat': 0, 'acc': 29, 'ins': 0, 'loc': 0}",,"{'gen': 1, 'acc': 94, 'ins': 1, 'dat': 0}","{'с': 3, 'на': 3, 'в': 5}","{'gen': 1, 'acc': 94, 'ins': 1, 'dat': 0}"
3445,3445,возделывать,"{'gen': 0, 'dat': 0, 'acc': 2, 'ins': 0, 'loc': 0}","{'крапиву': 1, 'свой': 1}","{'gen': 3, 'acc': 2, 'ins': 0, 'dat': 0}","{'в': 2, 'на': 1}","{'gen': 3, 'acc': 2, 'ins': 0, 'dat': 0}"
3446,3446,сплетать,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 0, 'acc': 0, 'ins': 0, 'dat': 0}","{'в': 5, 'с': 2}","{'gen': 0, 'acc': 0, 'ins': 0, 'dat': 0}"
3447,3447,избить,"{'gen': 0, 'dat': 0, 'acc': 4, 'ins': 0, 'loc': 0}","{'яшу': 1, 'послов': 1, 'муттер': 1, 'бить': 1, 'больно': 1, 'ивана': 1, 'трудно': 1, 'только': 1, 'а': 1, 'и': 1}","{'gen': 1, 'acc': 10, 'ins': 2, 'dat': 0}","{'при': 1, 'за': 1}","{'gen': 1, 'acc': 10, 'ins': 2, 'dat': 0}"
3448,3448,возражать,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}","{'но': 3, 'не': 5}","{'gen': 0, 'acc': 0, 'ins': 0, 'dat': 6}","{'против': 51, 'в': 2, 'по': 1, 'на': 2}","{'gen': 0, 'acc': 0, 'ins': 0, 'dat': 6}"
3449,3449,подписывать,"{'gen': 4, 'dat': 0, 'acc': 7, 'ins': 0, 'loc': 0}",,"{'gen': 2, 'acc': 30, 'ins': 12, 'dat': 1}","{'на': 4, 'под': 2, 'с': 2, 'в': 2, 'при': 1}","{'gen': 2, 'acc': 30, 'ins': 12, 'dat': 1}"
3450,3450,распасться,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}","{'после': 1, 'на': 1}","{'gen': 3, 'acc': 0, 'ins': 0, 'dat': 0}","{'на': 6, 'по': 1, 'при': 1}","{'gen': 3, 'acc': 0, 'ins': 0, 'dat': 0}"
3451,3451,погибнуть,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}","{'от': 6, 'в': 4, 'без': 2, 'но': 3, 'и': 2}","{'gen': 6, 'acc': 6, 'ins': 2, 'dat': 0}","{'на': 16, 'при': 14, 'в': 68, 'от': 7, 'у': 1, 'около': 5, 'свыше': 2, 'во': 12, 'с': 1, 'до': 3, 'вследствие': 1, 'за': 2, 'по': 2, 'из-за': 1, 'для': 1}","{'gen': 6, 'acc': 6, 'ins': 2, 'dat': 0}"
3452,3452,свергнуть,"{'gen': 0, 'dat': 0, 'acc': 4, 'ins': 0, 'loc': 0}","{'владыку': 1, 'американское': 1, 'нынешнее': 1, 'императора': 1, 'невозможно': 1}","{'gen': 0, 'acc': 16, 'ins': 3, 'dat': 2}",{'в': 5},"{'gen': 0, 'acc': 16, 'ins': 3, 'dat': 2}"
3453,3453,переосмыслять,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 0, 'acc': 8, 'ins': 0, 'dat': 0}",{},"{'gen': 0, 'acc': 8, 'ins': 0, 'dat': 0}"
3454,3454,отчислять,"{'gen': 0, 'dat': 0, 'acc': 1, 'ins': 0, 'loc': 0}","{'взносы': 1, 'а': 1}","{'gen': 0, 'acc': 9, 'ins': 3, 'dat': 1}","{'на': 1, 'из-за': 3, 'из': 1, 'в': 1}","{'gen': 0, 'acc': 9, 'ins': 3, 'dat': 1}"
3455,3455,кричать,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}","{'и': 9, 'когда': 3, 'но': 3, 'что': 3, 'ни': 2, 'а': 2, 'на': 8, 'со': 3, 'в': 3, 'от': 2, 'с': 2}","{'gen': 0, 'acc': 5, 'ins': 2, 'dat': 10}","{'о': 1, 'на': 11, 'по': 1, 'в': 9, 'от': 5, 'под': 1, 'с': 1, 'из': 1}","{'gen': 0, 'acc': 5, 'ins': 2, 'dat': 10}"
3456,3456,наказывать,"{'gen': 0, 'dat': 0, 'acc': 3, 'ins': 0, 'loc': 0}","{'а': 2, 'за': 2}","{'gen': 3, 'acc': 10, 'ins': 27, 'dat': 0}","{'до': 1, 'по': 6, 'в': 6, 'за': 4}","{'gen': 3, 'acc': 10, 'ins': 27, 'dat': 0}"
3457,3457,рисковать,"{'gen': 0, 'dat': 1, 'acc': 0, 'ins': 4, 'loc': 0}",,"{'gen': 2, 'acc': 1, 'ins': 16, 'dat': 0}","{'при': 1, 'в': 2, 'ради': 1}","{'gen': 1, 'acc': 1, 'ins': 16, 'dat': 0}"
3458,3458,останавливаться,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}","{'на': 10, 'в': 6, 'возле': 3, 'и': 3, 'не': 3}","{'gen': 0, 'acc': 1, 'ins': 0, 'dat': 0}","{'на': 94, 'в': 9, 'перед': 4, 'за': 1, 'при': 1, 'по': 1, 'для': 1, 'во': 1}","{'gen': 0, 'acc': 1, 'ins': 0, 'dat': 0}"
3459,3459,стабилизировать,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 7, 'acc': 34, 'ins': 1, 'dat': 0}","{'на': 1, 'в': 2}","{'gen': 7, 'acc': 34, 'ins': 1, 'dat': 0}"
3460,3460,привносить,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 2, 'acc': 31, 'ins': 10, 'dat': 1}","{'в': 36, 'извне': 1, 'за': 1}","{'gen': 0, 'acc': 31, 'ins': 10, 'dat': 1}"
3461,3461,аннулировать,"{'gen': 0, 'dat': 0, 'acc': 1, 'ins': 0, 'loc': 0}","{'полученную': 1, 'или': 1}","{'gen': 0, 'acc': 23, 'ins': 4, 'dat': 0}","{'в': 1, 'до': 1}","{'gen': 0, 'acc': 23, 'ins': 4, 'dat': 0}"
3462,3462,изображеть,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 4, 'acc': 1, 'ins': 1, 'dat': 0}","{'на': 17, 'в': 2, 'с': 1}","{'gen': 4, 'acc': 1, 'ins': 1, 'dat': 0}"
3463,3463,подстраивать,"{'gen': 0, 'dat': 0, 'acc': 4, 'ins': 0, 'loc': 0}","{'свой': 3, 'логистику': 1}","{'gen': 0, 'acc': 7, 'ins': 0, 'dat': 0}",{'под': 5},"{'gen': 0, 'acc': 7, 'ins': 0, 'dat': 0}"
3464,3464,имать,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 1, 'acc': 3, 'ins': 0, 'dat': 0}",{},"{'gen': 1, 'acc': 3, 'ins': 0, 'dat': 0}"
3465,3465,кивать,"{'gen': 0, 'dat': 1, 'acc': 0, 'ins': 4, 'loc': 0}","{'головой': 4, 'подтверждая': 1, 'мне': 1, 'на': 1}","{'gen': 0, 'acc': 2, 'ins': 3, 'dat': 1}",{'с': 3},"{'gen': 0, 'acc': 2, 'ins': 3, 'dat': 1}"
3466,3466,протянуть,"{'gen': 0, 'dat': 1, 'acc': 12, 'ins': 0, 'loc': 0}","{'руку': 7, 'дипломатическую': 1, 'дружескую': 1, 'спуск': 1, 'нашему': 1, 'ноги': 1, 'через': 1, 'время': 1, 'на': 1}","{'gen': 0, 'acc': 4, 'ins': 0, 'dat': 8}","{'от': 1, 'в': 2, 'на': 2, 'между': 1}","{'gen': 0, 'acc': 4, 'ins': 0, 'dat': 8}"
3467,3467,раскрывать,"{'gen': 0, 'dat': 0, 'acc': 6, 'ins': 0, 'loc': 0}","{'эту': 2, 'лишнюю': 1, 'преступление': 1, 'объяснять': 1, 'планы': 1, 'существо': 1, 'бы': 1, 'не': 1, 'в': 1}","{'gen': 26, 'acc': 285, 'ins': 5, 'dat': 5}","{'в': 33, 'перед': 4, 'при': 3, 'с': 3, 'посредством': 3, 'через': 4, 'от': 1, 'для': 1, 'благодаря': 1, 'на': 1, 'за': 1, 'прежде': 1, 'под': 1}","{'gen': 5, 'acc': 285, 'ins': 5, 'dat': 5}"
3468,3468,сулить,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 7, 'acc': 18, 'ins': 1, 'dat': 12}","{'в': 1, 'для': 1}","{'gen': 2, 'acc': 18, 'ins': 1, 'dat': 12}"
3469,3469,ставять,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 0, 'acc': 5, 'ins': 0, 'dat': 0}","{'в': 3, 'под': 5, 'перед': 1}","{'gen': 0, 'acc': 5, 'ins': 0, 'dat': 0}"
3470,3470,проясниться,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 0, 'acc': 1, 'ins': 0, 'dat': 0}",{'в': 1},"{'gen': 0, 'acc': 1, 'ins': 0, 'dat': 0}"
3471,3471,войти,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}","{'в': 79, 'во': 3, 'с': 2, 'на': 2, 'и': 9}","{'gen': 9, 'acc': 91, 'ins': 4, 'dat': 2}","{'в': 688, 'с': 12, 'от': 1, 'за': 1, 'до': 1, 'по': 2, 'на': 7, 'у': 1, 'к': 1, 'после': 1, 'внутрь': 1, 'из': 1, 'около': 4, 'под': 1}","{'gen': 5, 'acc': 91, 'ins': 4, 'dat': 2}"
3472,3472,спрягать,"{'gen': 0, 'dat': 0, 'acc': 1, 'ins': 0, 'loc': 0}","{'пеку': 1, 'составлять': 1, 'слова': 1}","{'gen': 4, 'acc': 1, 'ins': 9, 'dat': 0}","{'в': 1, 'при': 1}","{'gen': 4, 'acc': 1, 'ins': 9, 'dat': 0}"
3473,3473,понять,"{'gen': 20, 'dat': 10, 'acc': 122, 'ins': 7, 'loc': 0}","{'что': 105, 'и': 26, 'как': 7, 'но': 5, 'ни': 4, 'то': 2, 'да': 2, 'чтобы': 2, 'если': 2, 'или': 2, 'а': 2}","{'gen': 25, 'acc': 441, 'ins': 20, 'dat': 15}","{'в': 25, 'из': 13, 'без': 9, 'относительно': 2, 'по': 2, 'за': 1, 'вне': 2, 'про': 1, 'на': 2, 'у': 1, 'о': 3, 'через': 1, 'посредством': 1}","{'gen': 14, 'acc': 441, 'ins': 20, 'dat': 15}"
3474,3474,заться,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 0, 'acc': 0, 'ins': 3, 'dat': 0}","{'в': 2, 'на': 1, 'от': 1}","{'gen': 0, 'acc': 0, 'ins': 3, 'dat': 0}"
3475,3475,обнажить,"{'gen': 0, 'dat': 0, 'acc': 5, 'ins': 0, 'loc': 0}","{'убожество': 1, 'шапки': 1, 'корни': 1, 'душу': 1, 'своe': 1, 'чтобы': 1}","{'gen': 0, 'acc': 10, 'ins': 1, 'dat': 1}","{'в': 1, 'на': 2}","{'gen': 0, 'acc': 10, 'ins': 1, 'dat': 1}"
3476,3476,преходить,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 3, 'acc': 1, 'ins': 0, 'dat': 0}",{},"{'gen': 3, 'acc': 1, 'ins': 0, 'dat': 0}"
3477,3477,щать,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 0, 'acc': 9, 'ins': 1, 'dat': 0}","{'в': 1, 'по': 1, 'от': 1}","{'gen': 0, 'acc': 9, 'ins': 1, 'dat': 0}"
3478,3478,уделить,"{'gen': 0, 'dat': 6, 'acc': 1, 'ins': 0, 'loc': 0}","{'пешеходам': 1, 'выяснению': 1, 'комплексу': 1, 'необходимое': 1, 'всем': 1, 'ей': 1, 'при': 1, 'ещe': 1, 'мне': 1}","{'gen': 22, 'acc': 71, 'ins': 4, 'dat': 192}","{'в': 4, 'при': 1}","{'gen': 11, 'acc': 71, 'ins': 4, 'dat': 192}"
3479,3479,улучшить,"{'gen': 0, 'dat': 0, 'acc': 20, 'ins': 0, 'loc': 0}",,"{'gen': 12, 'acc': 214, 'ins': 7, 'dat': 0}","{'при': 2, 'в': 2, 'с': 1, 'по': 1}","{'gen': 9, 'acc': 214, 'ins': 7, 'dat': 0}"
3480,3480,породить,"{'gen': 0, 'dat': 0, 'acc': 4, 'ins': 0, 'loc': 0}","{'беспорядки': 1, 'одни': 1, 'новые': 1, 'жизнь': 1, 'или': 1}","{'gen': 9, 'acc': 154, 'ins': 61, 'dat': 3}","{'среди': 1, 'в': 12, 'у': 3, 'по': 2, 'на': 1, 'относительно': 1}","{'gen': 8, 'acc': 154, 'ins': 61, 'dat': 3}"
3481,3481,пробовать,"{'gen': 0, 'dat': 1, 'acc': 7, 'ins': 0, 'loc': 0}",,"{'gen': 2, 'acc': 35, 'ins': 1, 'dat': 5}","{'без': 1, 'с': 2, 'на': 5, 'для': 1, 'в': 2, 'по': 1, 'через': 1, 'за': 1}","{'gen': 2, 'acc': 35, 'ins': 1, 'dat': 5}"
3482,3482,вносить,"{'gen': 0, 'dat': 0, 'acc': 23, 'ins': 0, 'loc': 0}",{'в': 5},"{'gen': 26, 'acc': 404, 'ins': 16, 'dat': 2}","{'в': 99, 'на': 5, 'из': 2, 'за': 1, 'для': 1, 'с': 2, 'по': 1}","{'gen': 9, 'acc': 404, 'ins': 16, 'dat': 2}"
3483,3483,ухаживать,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",{'за': 21},"{'gen': 0, 'acc': 1, 'ins': 0, 'dat': 0}",{'за': 22},"{'gen': 0, 'acc': 1, 'ins': 0, 'dat': 0}"
3484,3484,начертать,"{'gen': 0, 'dat': 0, 'acc': 2, 'ins': 0, 'loc': 0}","{'идеальные': 1, 'формулу': 1}","{'gen': 0, 'acc': 1, 'ins': 0, 'dat': 1}","{'перед': 1, 'на': 4}","{'gen': 0, 'acc': 1, 'ins': 0, 'dat': 1}"
3485,3485,означать,"{'gen': 0, 'dat': 0, 'acc': 5, 'ins': 0, 'loc': 0}","{'что': 9, 'только': 5}","{'gen': 129, 'acc': 744, 'ins': 6, 'dat': 1}","{'в': 28, 'для': 27, 'прежде': 4, 'взаимообмен': 1, 'на': 3, 'у': 3, 'при': 3, 'с': 3, 'к': 1, 'подобно': 1, '‘возле': 1, 'над': 1, 'до': 1}","{'gen': 35, 'acc': 744, 'ins': 6, 'dat': 1}"
3486,3486,переосмысляться,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 0, 'acc': 0, 'ins': 0, 'dat': 0}","{'на': 1, 'под': 1}","{'gen': 0, 'acc': 0, 'ins': 0, 'dat': 0}"
3487,3487,погодить,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",{'можно': 1},"{'gen': 0, 'acc': 1, 'ins': 0, 'dat': 0}",{'в': 1},"{'gen': 0, 'acc': 1, 'ins': 0, 'dat': 0}"
3488,3488,одобрять,"{'gen': 0, 'dat': 0, 'acc': 1, 'ins': 0, 'loc': 0}","{'кого-то': 1, 'или': 1}","{'gen': 20, 'acc': 35, 'ins': 15, 'dat': 4}",{'в': 1},"{'gen': 12, 'acc': 35, 'ins': 15, 'dat': 4}"
3489,3489,оставаться,"{'gen': 3, 'dat': 2, 'acc': 0, 'ins': 33, 'loc': 0}","{'в': 28, 'на': 12, 'за': 4, 'с': 4, 'без': 3, 'над': 2}","{'gen': 59, 'acc': 22, 'ins': 1653, 'dat': 24}","{'на': 134, 'у': 14, 'относительно': 1, 'в': 385, 'после': 6, 'за': 73, 'без': 67, 'вне': 36, 'с': 14, 'до': 17, 'под': 21, 'низко': 1, 'порядка': 3, 'для': 39, 'при': 21, 'свыше': 1, 'позади': 2, 'около': 5, 'среди': 2, 'по': 7, 'из': 1, 'от': 2, 'к': 1, 'возле': 1, 'перед': 1, 'из-за': 1, 'низкий': 1, 'про': 1}","{'gen': 32, 'acc': 22, 'ins': 1653, 'dat': 24}"
3490,3490,тестировать,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 8, 'acc': 68, 'ins': 3, 'dat': 0}","{'в': 8, 'для': 1, 'на': 6, 'с': 10, 'при': 1, 'путем': 1, 'по': 1}","{'gen': 8, 'acc': 68, 'ins': 3, 'dat': 0}"
3491,3491,заинтересоваться,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 1, 'loc': 0}","{'описаниями': 1, 'ну': 1}","{'gen': 0, 'acc': 0, 'ins': 14, 'dat': 0}",{},"{'gen': 0, 'acc': 0, 'ins': 14, 'dat': 0}"
3492,3492,угасать,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}","{'в': 1, 'и': 1}","{'gen': 3, 'acc': 0, 'ins': 0, 'dat': 2}","{'при': 1, 'с': 2, 'на': 1, 'до': 2, 'в': 1, 'по': 1}","{'gen': 3, 'acc': 0, 'ins': 0, 'dat': 2}"
3493,3493,встречать,"{'gen': 1, 'dat': 0, 'acc': 29, 'ins': 0, 'loc': 0}","{'в': 3, 'на': 2}","{'gen': 25, 'acc': 107, 'ins': 5, 'dat': 3}","{'на': 3, 'в': 22, 'у': 4, 'по': 1, 'со': 1, 'при': 1, 'с': 2}","{'gen': 9, 'acc': 107, 'ins': 5, 'dat': 3}"
3494,3494,добавиться,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 1, 'acc': 0, 'ins': 0, 'dat': 0}",{},"{'gen': 1, 'acc': 0, 'ins': 0, 'dat': 0}"
