,Unnamed: 0,verbs,bigram_all_cases,preposition_data,bigrams_all_cases_CAT,preposition data,bigrams_all_cases_CAT_negation
518,518,двинуться,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}","{'дальше': 3, 'вперeд': 2, 'с': 2, 'ни': 1, 'без': 1, 'да': 1, 'ещe': 1, 'было': 1, 'не': 1, 'в': 1}","{'gen': 0, 'acc': 0, 'ins': 1, 'dat': 0}","{'на': 4, 'к': 4, 'в': 2, 'от': 1, 'по': 2, 'за': 1}","{'gen': 0, 'acc': 0, 'ins': 1, 'dat': 0}"
519,519,обсудить,"{'gen': 0, 'dat': 1, 'acc': 15, 'ins': 0, 'loc': 0}","{'с': 4, 'на': 3}","{'gen': 1, 'acc': 98, 'ins': 2, 'dat': 0}","{'в': 6, 'с': 6, 'на': 8}","{'gen': 1, 'acc': 98, 'ins': 2, 'dat': 0}"
520,520,перенести,"{'gen': 1, 'dat': 0, 'acc': 17, 'ins': 0, 'loc': 0}","{'на': 11, 'из': 7, 'в': 6}","{'gen': 6, 'acc': 79, 'ins': 6, 'dat': 0}","{'на': 37, 'из': 9, 'в': 48, 'с': 10, 'через': 1}","{'gen': 6, 'acc': 79, 'ins': 6, 'dat': 0}"
521,521,печатать,"{'gen': 0, 'dat': 0, 'acc': 4, 'ins': 1, 'loc': 0}","{'в': 2, 'и': 6}","{'gen': 6, 'acc': 26, 'ins': 4, 'dat': 0}","{'в': 32, 'на': 8, 'за': 1, 'по': 1, 'без': 1, 'благодаря': 1, 'с': 2, 'для': 1}","{'gen': 5, 'acc': 26, 'ins': 4, 'dat': 0}"
522,522,заключаться,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}","{'в': 7, 'не': 1, 'и': 1}","{'gen': 3, 'acc': 4, 'ins': 5, 'dat': 0}","{'в': 2034, 'с': 3, 'между': 7, 'для': 2, 'при': 1, 'прежде': 9, 'путем': 1, 'под': 2, 'без': 1, 'на': 10, 'по': 4, 'за': 1, 'среди': 1}","{'gen': 3, 'acc': 4, 'ins': 5, 'dat': 0}"
523,523,изымать,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 3, 'acc': 24, 'ins': 7, 'dat': 0}","{'из': 13, 'в': 4, 'по': 1, 'у': 4, 'при': 2, 'из-под': 1}","{'gen': 3, 'acc': 24, 'ins': 7, 'dat': 0}"
524,524,опускаться,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}","{'дно': 1, 'ниже': 1, 'вниз': 1, 'под': 1, 'до': 1, 'не': 1}","{'gen': 0, 'acc': 1, 'ins': 0, 'dat': 0}","{'низкий': 2, 'до': 7, 'в': 2, 'через': 1, 'при': 1, 'из': 1, 'ниже': 1}","{'gen': 0, 'acc': 1, 'ins': 0, 'dat': 0}"
525,525,отгружеть,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 12, 'acc': 0, 'ins': 0, 'dat': 0}","{'через': 1, 'на': 1}","{'gen': 12, 'acc': 0, 'ins': 0, 'dat': 0}"
526,526,изготовлять,"{'gen': 0, 'dat': 0, 'acc': 3, 'ins': 0, 'loc': 0}","{'смерть': 1, 'новые': 1, 'даже': 1, 'свой': 1, 'до': 1, 'как': 1}","{'gen': 1, 'acc': 14, 'ins': 3, 'dat': 1}","{'из': 5, 'в': 5, 'на': 2, 'по': 1, 'за': 1, 'с': 1}","{'gen': 1, 'acc': 14, 'ins': 3, 'dat': 1}"
527,527,вытоптать,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 1, 'acc': 0, 'ins': 1, 'dat': 0}",{'в': 1},"{'gen': 1, 'acc': 0, 'ins': 1, 'dat': 0}"
528,528,вырыть,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 0, 'acc': 4, 'ins': 1, 'dat': 0}","{'от': 1, 'в': 1, 'до': 1, 'из': 1}","{'gen': 0, 'acc': 4, 'ins': 1, 'dat': 0}"
529,529,Характеризовывать,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 3, 'acc': 45, 'ins': 0, 'dat': 0}","{'через': 1, 'в': 1}","{'gen': 3, 'acc': 45, 'ins': 0, 'dat': 0}"
530,530,распустить,"{'gen': 0, 'dat': 0, 'acc': 2, 'ins': 0, 'loc': 0}","{'в': 5, '1': 2, 'узел': 1, 'слух': 1, 'с': 1, 'на': 1}","{'gen': 0, 'acc': 8, 'ins': 3, 'dat': 1}","{'под': 1, 'гестапо': 1, 'по': 3, 'в': 1}","{'gen': 0, 'acc': 8, 'ins': 3, 'dat': 1}"
531,531,дополнявать,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 2, 'acc': 15, 'ins': 0, 'dat': 0}",{},"{'gen': 2, 'acc': 15, 'ins': 0, 'dat': 0}"
532,532,содержаться,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}","{'в': 6, 'и': 2, 'информация': 1, 'отдельно': 1, 'должно': 1, 'как': 1}","{'gen': 31, 'acc': 34, 'ins': 3, 'dat': 0}","{'в': 432, 'около': 4, 'от': 1, 'до': 3, 'на': 9, 'без': 1, 'при': 1, 'под': 3, 'сводка': 1, 'за': 4, 'для': 1}","{'gen': 7, 'acc': 34, 'ins': 3, 'dat': 0}"
533,533,формализовать,"{'gen': 0, 'dat': 0, 'acc': 4, 'ins': 0, 'loc': 0}","{'процесс': 2, 'интерфейсы': 1, 'неточность': 1}","{'gen': 8, 'acc': 22, 'ins': 12, 'dat': 0}","{'в': 9, 'с': 1, 'при': 2, 'к': 1, 'для': 1}","{'gen': 8, 'acc': 22, 'ins': 12, 'dat': 0}"
534,534,воображать,"{'gen': 0, 'dat': 2, 'acc': 2, 'ins': 0, 'loc': 0}","{'себе': 1, 'себя': 2, 'смотреть': 1, 'будто': 1, 'кто': 1, 'из': 1, 'по': 1, 'в': 1}","{'gen': 23, 'acc': 14, 'ins': 13, 'dat': 5}","{'с': 2, 'для': 1, 'на': 1, 'сверх': 1}","{'gen': 23, 'acc': 14, 'ins': 13, 'dat': 5}"
535,535,чать,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 0, 'acc': 14, 'ins': 1, 'dat': 3}","{'в': 3, 'на': 1, 'за': 1}","{'gen': 0, 'acc': 14, 'ins': 1, 'dat': 3}"
536,536,личать,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 1, 'acc': 12, 'ins': 0, 'dat': 0}","{'от': 11, 'по': 1}","{'gen': 1, 'acc': 12, 'ins': 0, 'dat': 0}"
537,537,договариваться,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}","{'о': 5, 'с': 3, 'а': 2, 'непосредственно': 1, 'чтоб': 1, 'будет': 1, 'чтобы': 1, 'уже': 1, 'от': 1, 'и': 1}","{'gen': 40, 'acc': 2, 'ins': 3, 'dat': 4}","{'с': 6, 'о': 16, 'в': 1, 'на': 1, 'между': 2, 'при': 1, 'вне': 1}","{'gen': 40, 'acc': 2, 'ins': 3, 'dat': 4}"
538,538,сесшать,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 0, 'acc': 0, 'ins': 0, 'dat': 0}",{},"{'gen': 0, 'acc': 0, 'ins': 0, 'dat': 0}"
539,539,обособлять,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 2, 'acc': 3, 'ins': 0, 'dat': 0}",{'в': 1},"{'gen': 2, 'acc': 3, 'ins': 0, 'dat': 0}"
540,540,девальвировать,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 0, 'acc': 6, 'ins': 0, 'dat': 0}",{},"{'gen': 0, 'acc': 6, 'ins': 0, 'dat': 0}"
541,541,опаздывать,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}","{'на': 2, 'нельзя': 1, 'в': 1}","{'gen': 0, 'acc': 1, 'ins': 0, 'dat': 0}","{'к': 1, 'на': 2, 'в': 1}","{'gen': 0, 'acc': 1, 'ins': 0, 'dat': 0}"
542,542,кластеризовать,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 0, 'acc': 0, 'ins': 0, 'dat': 0}","{'по': 8, 'на': 1}","{'gen': 0, 'acc': 0, 'ins': 0, 'dat': 0}"
543,543,выкопать,"{'gen': 0, 'dat': 1, 'acc': 3, 'ins': 0, 'loc': 0}","{'яму': 2, 'корешок': 1, 'чтоб': 1, 'себе': 1}","{'gen': 1, 'acc': 4, 'ins': 0, 'dat': 0}","{'при': 1, 'в': 2, 'до': 1}","{'gen': 1, 'acc': 4, 'ins': 0, 'dat': 0}"
544,544,исповедоваться,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}","{'выкладывать': 1, 'каяться': 1, 'поистине': 1, 'когда': 1}","{'gen': 1, 'acc': 0, 'ins': 0, 'dat': 0}","{'в': 1, 'у': 3}","{'gen': 1, 'acc': 0, 'ins': 0, 'dat': 0}"
545,545,разместить,"{'gen': 0, 'dat': 0, 'acc': 12, 'ins': 0, 'loc': 0}","{'на': 4, 'в': 3}","{'gen': 17, 'acc': 37, 'ins': 8, 'dat': 0}","{'в': 83, 'на': 83, 'за': 1, 'вдоль': 2, 'по': 7, 'при': 1, 'для': 1, 'около': 2, 'с': 1, 'возле': 1, 'у': 1}","{'gen': 17, 'acc': 37, 'ins': 8, 'dat': 0}"
546,546,исчезнуть,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}","{'из': 6, 'с': 3, 'в': 3}","{'gen': 2, 'acc': 22, 'ins': 1, 'dat': 0}","{'в': 9, 'из': 24, 'с': 7, 'под': 2, 'у': 1, 'к': 1, 'через': 1, 'подобно': 1}","{'gen': 2, 'acc': 22, 'ins': 1, 'dat': 0}"
547,547,сочинить,"{'gen': 0, 'dat': 0, 'acc': 10, 'ins': 0, 'loc': 0}",,"{'gen': 9, 'acc': 6, 'ins': 10, 'dat': 1}",{},"{'gen': 9, 'acc': 6, 'ins': 10, 'dat': 1}"
548,548,выходить,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}","{'на': 34, 'из': 27, 'в': 9, 'за': 8, 'с': 4, 'к': 2, 'и': 7, 'как': 2, 'а': 2}","{'gen': 5, 'acc': 61, 'ins': 14, 'dat': 1}","{'за': 449, 'на': 191, 'из-под': 15, 'около': 1, 'из': 91, 'при': 1, 'в': 59, 'к': 5, 'под': 4, 'вместо': 1, 'по': 4, 'для': 2, 'без': 3, 'с': 12, 'против': 1, 'перед': 1, 'из-за': 3, 'через': 1, 'посредством': 1}","{'gen': 4, 'acc': 61, 'ins': 14, 'dat': 1}"
549,549,склоняться,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}","{'к': 2, 'сгибаться': 1, 'в': 1, 'и': 1}","{'gen': 1, 'acc': 0, 'ins': 0, 'dat': 0}","{'к': 82, 'в': 6, 'под': 1, 'по': 1, 'перед': 1}","{'gen': 1, 'acc': 0, 'ins': 0, 'dat': 0}"
550,550,связывать,"{'gen': 1, 'dat': 1, 'acc': 10, 'ins': 0, 'loc': 0}",,"{'gen': 16, 'acc': 493, 'ins': 20, 'dat': 2}","{'с': 364, 'между': 14, 'прежде': 6, 'в': 28, 'этногенез': 1, 'по': 2, 'юс': 1, 'на': 1}","{'gen': 14, 'acc': 493, 'ins': 20, 'dat': 2}"
551,551,сдаться,"{'gen': 0, 'dat': 2, 'acc': 0, 'ins': 0, 'loc': 0}","{'и': 2, 'спрятаться': 1, 'немцам': 1, 'истине': 1, 'добровольно': 1, 'перед': 1, 'ты': 1, 'они': 1, 'как': 1, 'в': 1}","{'gen': 0, 'acc': 0, 'ins': 0, 'dat': 3}",{'в': 9},"{'gen': 0, 'acc': 0, 'ins': 0, 'dat': 3}"
552,552,вдохновлять,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 5, 'acc': 18, 'ins': 9, 'dat': 0}","{'в': 1, 'на': 1}","{'gen': 4, 'acc': 18, 'ins': 9, 'dat': 0}"
553,553,поделать,"{'gen': 3, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}","{'с': 10, 'не': 9}","{'gen': 0, 'acc': 0, 'ins': 0, 'dat': 0}",{},"{'gen': 0, 'acc': 0, 'ins': 0, 'dat': 0}"
554,554,цить,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 0, 'acc': 0, 'ins': 0, 'dat': 0}",{'по': 2},"{'gen': 0, 'acc': 0, 'ins': 0, 'dat': 0}"
555,555,варить,"{'gen': 0, 'dat': 3, 'acc': 25, 'ins': 0, 'loc': 0}","{'в': 5, 'на': 4, 'под': 3}","{'gen': 0, 'acc': 18, 'ins': 0, 'dat': 1}","{'в': 2, 'из': 2}","{'gen': 0, 'acc': 18, 'ins': 0, 'dat': 1}"
556,556,противодействовать,"{'gen': 0, 'dat': 4, 'acc': 0, 'ins': 0, 'loc': 0}","{'проникновению': 1, 'пьянству': 1, 'своему': 1, 'ему': 1}","{'gen': 3, 'acc': 4, 'ins': 2, 'dat': 30}",{'в': 1},"{'gen': 3, 'acc': 4, 'ins': 2, 'dat': 30}"
557,557,обостриться,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}","{'перед': 1, 'в': 1}","{'gen': 2, 'acc': 0, 'ins': 1, 'dat': 1}","{'в': 18, 'после': 5, 'на': 1}","{'gen': 2, 'acc': 0, 'ins': 1, 'dat': 1}"
558,558,громить,"{'gen': 0, 'dat': 0, 'acc': 1, 'ins': 0, 'loc': 0}","{'склады': 1, 'пока': 1}","{'gen': 0, 'acc': 5, 'ins': 2, 'dat': 0}",{},"{'gen': 0, 'acc': 5, 'ins': 2, 'dat': 0}"
559,559,нарушать,"{'gen': 4, 'dat': 0, 'acc': 11, 'ins': 0, 'loc': 0}",,"{'gen': 50, 'acc': 368, 'ins': 20, 'dat': 2}","{'при': 3, 'по': 1, 'в': 10, 'с': 1, 'из-за': 1, 'из‑за': 1}","{'gen': 7, 'acc': 368, 'ins': 20, 'dat': 2}"
560,560,пустовать,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 5, 'acc': 0, 'ins': 1, 'dat': 0}",{},"{'gen': 5, 'acc': 0, 'ins': 1, 'dat': 0}"
561,561,отрываться,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}","{'от': 2, 'надо': 1, 'а': 1}","{'gen': 0, 'acc': 0, 'ins': 0, 'dat': 0}",{'от': 18},"{'gen': 0, 'acc': 0, 'ins': 0, 'dat': 0}"
562,562,происходять,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 0, 'acc': 1, 'ins': 0, 'dat': 0}","{'в': 8, 'на': 1}","{'gen': 0, 'acc': 1, 'ins': 0, 'dat': 0}"
563,563,определиться,"{'gen': 0, 'dat': 2, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 0, 'acc': 0, 'ins': 6, 'dat': 0}","{'с': 88, 'по': 4, 'в': 17, 'на': 1, 'после': 1, 'через': 1}","{'gen': 0, 'acc': 0, 'ins': 6, 'dat': 0}"
564,564,повторяться,"{'gen': 0, 'dat': 0, 'acc': 2, 'ins': 0, 'loc': 0}","{'и': 2, 'слишком': 1, 'каждый': 1, 'много': 1, 'ни': 1, 'здесь': 1, 'то': 1, 'до': 1}","{'gen': 64, 'acc': 32, 'ins': 23, 'dat': 4}","{'для': 3, 'от': 4, 'через': 5, 'в': 26, 'на': 5, 'за': 2, 'с': 2, 'при': 1, 'у': 2, 'перед': 4, 'из': 1, 'посредством': 1}","{'gen': 63, 'acc': 32, 'ins': 23, 'dat': 4}"
565,565,насчитывать,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 1, 'acc': 10, 'ins': 0, 'dat': 0}","{'около': 12, 'в': 4, 'до': 6, 'к': 4, 'на': 1}","{'gen': 1, 'acc': 10, 'ins': 0, 'dat': 0}"
566,566,цениться,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 0, 'acc': 2, 'ins': 7, 'dat': 0}","{'в': 6, 'на': 1}","{'gen': 0, 'acc': 2, 'ins': 7, 'dat': 0}"
567,567,отгородить,"{'gen': 0, 'dat': 0, 'acc': 1, 'ins': 0, 'loc': 0}",{'детей': 1},"{'gen': 0, 'acc': 3, 'ins': 1, 'dat': 0}","{'от': 8, 'в': 1}","{'gen': 0, 'acc': 3, 'ins': 1, 'dat': 0}"
568,568,славиться,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 0, 'acc': 0, 'ins': 16, 'dat': 0}","{'на': 4, 'по': 2}","{'gen': 0, 'acc': 0, 'ins': 16, 'dat': 0}"
569,569,кочевать,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",{'по': 1},"{'gen': 1, 'acc': 0, 'ins': 1, 'dat': 0}","{'из': 2, 'по': 1, 'близ': 1, 'между': 1, 'на': 3, 'с': 2, 'в': 1}","{'gen': 1, 'acc': 0, 'ins': 1, 'dat': 0}"
570,570,срыть,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 0, 'acc': 19, 'ins': 1, 'dat': 0}","{'в': 1, 'с': 2, 'для': 1}","{'gen': 0, 'acc': 19, 'ins': 1, 'dat': 0}"
571,571,возглавить,"{'gen': 1, 'dat': 1, 'acc': 16, 'ins': 0, 'loc': 0}",,"{'gen': 0, 'acc': 88, 'ins': 2, 'dat': 2}",{},"{'gen': 0, 'acc': 88, 'ins': 2, 'dat': 2}"
572,572,вять,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 1, 'acc': 9, 'ins': 0, 'dat': 1}","{'в': 1, 'по': 1, 'для': 1}","{'gen': 1, 'acc': 9, 'ins': 0, 'dat': 1}"
573,573,опровергнуть,"{'gen': 0, 'dat': 0, 'acc': 14, 'ins': 2, 'loc': 0}",,"{'gen': 3, 'acc': 77, 'ins': 6, 'dat': 3}","{'на': 1, 'с': 1, 'по': 2, 'при': 1, 'путем': 2, 'в': 2, 'к': 1}","{'gen': 3, 'acc': 77, 'ins': 6, 'dat': 3}"
574,574,подпитывать,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 2, 'acc': 14, 'ins': 9, 'dat': 0}",{'из': 1},"{'gen': 2, 'acc': 14, 'ins': 9, 'dat': 0}"
575,575,предотвращать,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 1, 'acc': 45, 'ins': 1, 'dat': 0}",{'в': 1},"{'gen': 1, 'acc': 45, 'ins': 1, 'dat': 0}"
576,576,согласовать,"{'gen': 0, 'dat': 0, 'acc': 3, 'ins': 0, 'loc': 0}","{'науку': 1, 'между': 1, 'их': 1, 'все': 1, 'с': 1}","{'gen': 83, 'acc': 91, 'ins': 31, 'dat': 3}","{'с': 93, 'между': 11, 'на': 5, 'за': 1, 'в': 9, 'по': 6, 'во': 1, 'для': 1}","{'gen': 83, 'acc': 91, 'ins': 31, 'dat': 3}"
577,577,привязываться,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",{'к': 2},"{'gen': 0, 'acc': 0, 'ins': 0, 'dat': 0}",{'к': 7},"{'gen': 0, 'acc': 0, 'ins': 0, 'dat': 0}"
578,578,вышесказать,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 0, 'acc': 0, 'ins': 0, 'dat': 0}",{'о': 1},"{'gen': 0, 'acc': 0, 'ins': 0, 'dat': 0}"
579,579,смениться,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 1, 'acc': 2, 'ins': 33, 'dat': 1}","{'на': 14, 'в': 3, 'с': 1, 'у': 1}","{'gen': 1, 'acc': 2, 'ins': 33, 'dat': 1}"
580,580,пугать,"{'gen': 1, 'dat': 0, 'acc': 7, 'ins': 1, 'loc': 0}",,"{'gen': 9, 'acc': 18, 'ins': 7, 'dat': 1}","{'в': 2, 'для': 2}","{'gen': 9, 'acc': 18, 'ins': 7, 'dat': 1}"
581,581,спустить,"{'gen': 1, 'dat': 0, 'acc': 6, 'ins': 0, 'loc': 0}","{'воду': 3, 'по': 2, 'шлюпки': 1, 'штаны': 1, 'вниз': 1, 'глаз': 1, 'дело': 1, 'с': 1}","{'gen': 0, 'acc': 1, 'ins': 1, 'dat': 1}","{'на': 4, 'в': 1}","{'gen': 0, 'acc': 1, 'ins': 1, 'dat': 1}"
582,582,монтировать,"{'gen': 0, 'dat': 0, 'acc': 1, 'ins': 0, 'loc': 0}","{'новую': 1, 'и': 1}","{'gen': 0, 'acc': 4, 'ins': 1, 'dat': 0}","{'в': 4, 'с': 2, 'из': 1}","{'gen': 0, 'acc': 4, 'ins': 1, 'dat': 0}"
583,583,расплатиться,"{'gen': 0, 'dat': 1, 'acc': 0, 'ins': 0, 'loc': 0}","{'с': 2, 'юрию': 1, 'наконец': 1, 'какой-то': 1, 'там': 1, 'со': 1, 'по': 1, 'но': 1, 'в': 1}","{'gen': 0, 'acc': 0, 'ins': 1, 'dat': 0}","{'по': 5, 'с': 2, 'за': 4, 'в': 1}","{'gen': 0, 'acc': 0, 'ins': 1, 'dat': 0}"
584,584,надевать,"{'gen': 1, 'dat': 0, 'acc': 7, 'ins': 0, 'loc': 0}",{'на': 4},"{'gen': 0, 'acc': 20, 'ins': 0, 'dat': 0}","{'ярмо': 1, 'до': 1, 'на': 11, 'под': 1, 'с': 1, 'для': 1, 'поверх': 2, 'в': 1, 'во': 1}","{'gen': 0, 'acc': 20, 'ins': 0, 'dat': 0}"
585,585,испрашиваться,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 0, 'acc': 0, 'ins': 0, 'dat': 0}",{'в': 1},"{'gen': 0, 'acc': 0, 'ins': 0, 'dat': 0}"
586,586,выткать,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 0, 'acc': 0, 'ins': 9, 'dat': 0}","{'в': 2, 'с': 2, 'поверх': 1}","{'gen': 0, 'acc': 0, 'ins': 9, 'dat': 0}"
587,587,обрести,"{'gen': 1, 'dat': 0, 'acc': 19, 'ins': 0, 'loc': 0}",,"{'gen': 7, 'acc': 145, 'ins': 2, 'dat': 1}","{'в': 14, 'на': 1, 'для': 2, 'к': 1, 'над': 1, 'после': 1, 'по': 1}","{'gen': 0, 'acc': 145, 'ins': 2, 'dat': 1}"
588,588,характеризоваться,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 8, 'acc': 8, 'ins': 959, 'dat': 1}","{'на': 3, 'до': 1, 'в': 21, 'по': 1, 'с': 2, 'через': 7, 'прежде': 3, 'при': 1}","{'gen': 8, 'acc': 8, 'ins': 959, 'dat': 1}"
589,589,казнить,"{'gen': 0, 'dat': 0, 'acc': 7, 'ins': 0, 'loc': 0}",,"{'gen': 1, 'acc': 4, 'ins': 1, 'dat': 0}","{'в': 7, 'после': 2, 'на': 2}","{'gen': 1, 'acc': 4, 'ins': 1, 'dat': 0}"
590,590,разбудить,"{'gen': 3, 'dat': 0, 'acc': 11, 'ins': 0, 'loc': 0}",,"{'gen': 1, 'acc': 4, 'ins': 0, 'dat': 0}",{},"{'gen': 1, 'acc': 4, 'ins': 0, 'dat': 0}"
591,591,отслеживать,"{'gen': 0, 'dat': 0, 'acc': 8, 'ins': 1, 'loc': 0}","{'состояние': 2, 'подходящими': 1, 'запуск': 1, 'конституционные': 1, 'средние': 1, 'ситуацию': 1, 'изменения': 1, 'развитие': 1}","{'gen': 2, 'acc': 91, 'ins': 6, 'dat': 0}","{'в': 1, 'по': 2, 'с': 1}","{'gen': 2, 'acc': 91, 'ins': 6, 'dat': 0}"
592,592,счесть,"{'gen': 3, 'dat': 0, 'acc': 0, 'ins': 2, 'loc': 0}",{'за': 2},"{'gen': 1, 'acc': 86, 'ins': 128, 'dat': 0}","{'в': 1, 'за': 5}","{'gen': 0, 'acc': 86, 'ins': 128, 'dat': 0}"
593,593,направлять,"{'gen': 0, 'dat': 0, 'acc': 6, 'ins': 1, 'loc': 0}",{'в': 3},"{'gen': 17, 'acc': 180, 'ins': 36, 'dat': 38}","{'в': 123, 'на': 83, 'из': 11, 'порядка': 1, 'для': 6, 'за': 1, 'по': 6, 'от': 1, 'к': 4, 'через': 1, 'до': 1, 'с': 4, 'при': 1, 'со': 1}","{'gen': 16, 'acc': 180, 'ins': 36, 'dat': 38}"
594,594,сбрасывать,"{'gen': 0, 'dat': 1, 'acc': 2, 'ins': 0, 'loc': 0}","{'со': 4, 'с': 2, 'полова': 1, 'ликвидировать': 1, 'муравьeв': 1, 'им': 1, 'еe': 1}","{'gen': 0, 'acc': 13, 'ins': 0, 'dat': 0}","{'с': 17, 'без': 1, 'в': 2, 'на': 1}","{'gen': 0, 'acc': 13, 'ins': 0, 'dat': 0}"
595,595,соседствовать,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 1, 'acc': 6, 'ins': 0, 'dat': 0}","{'с': 44, 'на': 1, 'в': 6}","{'gen': 1, 'acc': 6, 'ins': 0, 'dat': 0}"
596,596,ромать,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 7, 'acc': 0, 'ins': 0, 'dat': 1}",{},"{'gen': 7, 'acc': 0, 'ins': 0, 'dat': 1}"
597,597,вить,"{'gen': 1, 'dat': 0, 'acc': 10, 'ins': 0, 'loc': 0}",,"{'gen': 2, 'acc': 3, 'ins': 0, 'dat': 0}","{'из': 1, 'в': 1}","{'gen': 2, 'acc': 3, 'ins': 0, 'dat': 0}"
598,598,чередовать,"{'gen': 0, 'dat': 0, 'acc': 3, 'ins': 0, 'loc': 0}","{'пучки': 1, 'визиты': 1, 'русские': 1}","{'gen': 1, 'acc': 6, 'ins': 0, 'dat': 0}",{'с': 2},"{'gen': 1, 'acc': 6, 'ins': 0, 'dat': 0}"
599,599,возвысить,"{'gen': 0, 'dat': 0, 'acc': 4, 'ins': 0, 'loc': 0}","{'души': 2, 'далeкого': 1, 'себя': 1}","{'gen': 0, 'acc': 7, 'ins': 0, 'dat': 0}",{'чрез': 1},"{'gen': 0, 'acc': 7, 'ins': 0, 'dat': 0}"
600,600,опровергать,"{'gen': 0, 'dat': 0, 'acc': 7, 'ins': 0, 'loc': 0}","{'демагогию': 1, 'физические': 1, 'прокурора': 1, 'вашу': 1, 'сталина': 1, 'возможность': 1, 'меня': 1}","{'gen': 13, 'acc': 57, 'ins': 13, 'dat': 2}","{'в': 4, 'по': 1}","{'gen': 7, 'acc': 57, 'ins': 13, 'dat': 2}"
601,601,привходить,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 7, 'acc': 2, 'ins': 1, 'dat': 1}",{},"{'gen': 7, 'acc': 2, 'ins': 1, 'dat': 1}"
